customer_id,age,segment,city,join_date
CUST-00219,50,Retail,Barcelona,2020-04-11
CUST-00220,50,Premium,Madrid,2021-08-07
CUST-00221,31,Retail,Barcelona,2020-11-12
CUST-00222,38,Premium,Madrid,2022-07-03
CUST-00223,65,Premium,Zaragoza,2021-07-31
CUST-00224,37,Retail,Valencia,2020-06-11
CUST-00225,25,Premium,Sevilla,2022-09-15
CUST-00226,24,Retail,Madrid,2020-07-24
CUST-00227,84,Retail,Barcelona,2021-04-01
CUST-00228,34,Premium,Sevilla,2022-03-02
CUST-00229,50,Retail,Valencia,2020-08-23
CUST-00230,65,Premium,Zaragoza,2021-03-18
CUST-00231,76,Premium,Sevilla,2021-07-31
CUST-00232,39,Retail,Madrid,2021-04-18
CUST-00233,47,Retail,Valencia,2022-06-12
CUST-00234,55,Retail,Barcelona,2022-07-29
CUST-00235,68,Retail,Valencia,2021-12-15
CUST-00236,71,Private Banking,Valencia,2020-11-12
CUST-00237,25,Retail,Bilbao,2022-07-20
CUST-00238,44,Retail,Valencia,2021-06-28
CUST-00239,44,Retail,Valencia,2020-04-30
CUST-00240,38,Retail,Sevilla,2020-10-26
CUST-00241,47,Premium,Barcelona,2020-06-01
CUST-00242,45,Retail,Sevilla,2021-07-07
CUST-00243,81,Premium,Sevilla,2020-06-05
CUST-00244,78,Retail,Madrid,2023-01-01
CUST-00245,65,Private Banking,Sevilla,2021-04-28
CUST-00246,36,Retail,Bilbao,2022-02-04
CUST-00247,21,Retail,Bilbao,2021-08-19
CUST-00248,52,Premium,Madrid,2022-12-13
CUST-00249,81,Retail,Zaragoza,2022-09-09
CUST-00250,66,Premium,Barcelona,2020-05-25
CUST-00251,34,Retail,Barcelona,2021-12-26
CUST-00252,61,Retail,Sevilla,2020-07-16
CUST-00253,47,Retail,Sevilla,2020-09-02
CUST-00254,63,Premium,Zaragoza,2020-09-27
CUST-00255,23,Retail,Sevilla,2022-02-21
CUST-00256,54,Retail,Barcelona,2022-05-01
CUST-00257,41,Retail,Valencia,2022-11-03
CUST-00258,63,Retail,Bilbao,2022-04-30
CUST-00259,70,Retail,Valencia,2020-07-16
CUST-00260,77,Premium,Valencia,2021-05-31
CUST-00261,80,Private Banking,Barcelona,2020-05-07
CUST-00262,49,Private Banking,Valencia,2022-10-13
CUST-00263,50,Premium,Zaragoza,2022-10-06
CUST-00264,84,Retail,Madrid,2020-12-13
CUST-00265,35,Premium,Sevilla,2021-08-22
CUST-00266,42,Retail,Madrid,2020-09-18
CUST-00267,71,Retail,Bilbao,2022-10-23
CUST-00268,75,Retail,Sevilla,2020-11-14
CUST-00269,84,Retail,Valencia,2021-07-05
CUST-00270,63,Premium,Bilbao,2020-11-08
CUST-00271,41,Retail,Sevilla,2022-08-26
CUST-00272,49,Retail,Zaragoza,2022-08-23
CUST-00273,64,Retail,Zaragoza,2021-02-25
CUST-00274,40,Private Banking,Zaragoza,2021-09-02
CUST-00275,83,Retail,Zaragoza,2020-05-07
CUST-00276,44,Retail,Valencia,2021-06-18
CUST-00277,19,Retail,Madrid,2022-07-16
CUST-00278,34,Premium,Sevilla,2022-04-05
CUST-00279,50,Retail,Valencia,2021-07-10
CUST-00280,26,Retail,Zaragoza,2020-07-22
CUST-00281,60,Retail,Madrid,2021-04-20
CUST-00282,65,Retail,Bilbao,2021-10-25
CUST-00283,56,Retail,Bilbao,2020-04-19
CUST-00284,59,Retail,Bilbao,2022-05-30
CUST-00285,43,Private Banking,Zaragoza,2020-05-25
CUST-00286,67,Retail,Bilbao,2021-06-28
CUST-00287,42,Retail,Barcelona,2020-11-19
CUST-00288,41,Premium,Sevilla,2020-12-15
CUST-00289,30,Retail,Sevilla,2021-01-25
CUST-00290,77,Retail,Zaragoza,2022-06-10
CUST-00291,24,Retail,Barcelona,2021-01-01
CUST-00292,74,Retail,Valencia,2022-02-16
CUST-00293,53,Private Banking,Valencia,2021-11-19
CUST-00294,62,Retail,Bilbao,2021-02-13
CUST-00295,37,Premium,Madrid,2021-03-07
CUST-00296,82,Retail,Valencia,2021-12-15
CUST-00297,25,Retail,Madrid,2021-10-10
CUST-00298,33,Retail,Sevilla,2020-06-24
CUST-00299,31,Retail,Madrid,2021-07-21
CUST-00300,32,Retail,Sevilla,2021-09-26
CUST-00301,83,Premium,Barcelona,2022-08-31
CUST-00302,49,Retail,Barcelona,2022-04-23
CUST-00303,80,Private Banking,Zaragoza,2022-05-16
CUST-00304,68,Retail,Zaragoza,2022-10-28
CUST-00305,42,Premium,Bilbao,2022-01-20
CUST-00306,75,Premium,Valencia,2022-12-11
CUST-00307,80,Premium,Bilbao,2021-05-09
CUST-00308,79,Premium,Sevilla,2021-06-13
CUST-00309,39,Premium,Bilbao,2022-05-11
CUST-00310,75,Retail,Madrid,2021-05-09
CUST-00311,75,Retail,Sevilla,2022-05-21
CUST-00312,66,Retail,Zaragoza,2022-12-25
CUST-00313,69,Premium,Barcelona,2022-10-21
CUST-00314,59,Retail,Zaragoza,2021-01-07
CUST-00315,32,Premium,Valencia,2021-03-26
CUST-00316,71,Retail,Sevilla,2022-11-02
CUST-00317,77,Retail,Sevilla,2022-05-12
CUST-00318,25,Retail,Madrid,2022-10-24
CUST-00319,70,Retail,Valencia,2020-06-18
CUST-00320,77,Retail,Barcelona,2022-11-30
CUST-00321,22,Retail,Sevilla,2020-08-04
CUST-00322,23,Retail,Sevilla,2022-01-28
CUST-00323,64,Retail,Madrid,2022-10-21
CUST-00324,72,Retail,Bilbao,2021-07-24
CUST-00325,57,Retail,Barcelona,2022-05-03
CUST-00326,69,Premium,Zaragoza,2022-03-22
CUST-00327,33,Retail,Valencia,2021-02-15
CUST-00328,30,Retail,Sevilla,2021-08-22
CUST-00329,47,Retail,Sevilla,2022-05-27
CUST-00330,36,Retail,Zaragoza,2021-06-28
CUST-00331,34,Retail,Barcelona,2022-08-19
CUST-00332,80,Retail,Bilbao,2020-12-22
CUST-00333,36,Retail,Sevilla,2020-05-19
CUST-00334,75,Retail,Barcelona,2020-07-12
CUST-00335,72,Retail,Zaragoza,2021-05-27
CUST-00336,79,Premium,Madrid,2021-05-21
CUST-00337,40,Premium,Bilbao,2021-09-04
CUST-00338,26,Retail,Valencia,2022-04-28
CUST-00339,29,Retail,Sevilla,2020-10-20
CUST-00340,18,Retail,Barcelona,2021-09-04
CUST-00341,75,Retail,Madrid,2020-09-27
CUST-00342,18,Private Banking,Valencia,2021-11-11
CUST-00343,51,Retail,Barcelona,2022-06-21
CUST-00344,65,Retail,Barcelona,2022-09-27
CUST-00345,18,Retail,Valencia,2022-09-24
CUST-00346,33,Premium,Madrid,2021-02-26
CUST-00347,78,Retail,Zaragoza,2021-10-17
CUST-00348,81,Retail,Madrid,2022-01-04
CUST-00349,80,Retail,Bilbao,2021-10-25
CUST-00350,39,Retail,Sevilla,2021-11-07
CUST-00351,84,Retail,Valencia,2021-09-10
CUST-00352,43,Retail,Zaragoza,2020-07-31
CUST-00353,33,Retail,Valencia,2020-12-16
CUST-00354,68,Retail,Valencia,2022-11-07
CUST-00355,74,Retail,Madrid,2021-02-11
CUST-00356,46,Retail,Sevilla,2021-03-03
CUST-00357,64,Retail,Bilbao,2021-03-11
CUST-00358,79,Retail,Barcelona,2022-09-23
CUST-00359,33,Premium,Barcelona,2022-10-31
CUST-00360,65,Retail,Valencia,2021-11-15
CUST-00361,56,Retail,Sevilla,2020-12-17
CUST-00362,50,Retail,Zaragoza,2022-01-19
CUST-00363,40,Retail,Madrid,2020-10-04
CUST-00364,27,Premium,Sevilla,2020-08-02
CUST-00365,51,Retail,Sevilla,2022-09-12
CUST-00366,69,Premium,Madrid,2022-04-22
CUST-00367,27,Retail,Valencia,2022-06-19
CUST-00368,36,Retail,Sevilla,2022-06-21
CUST-00369,75,Premium,Barcelona,2021-07-01
CUST-00370,18,Premium,Madrid,2021-09-29
CUST-00371,21,Premium,Zaragoza,2022-08-11
CUST-00372,33,Premium,Bilbao,2021-10-26
CUST-00373,41,Retail,Valencia,2022-06-28
CUST-00374,19,Premium,Madrid,2022-03-22
CUST-00375,49,Retail,Bilbao,2021-09-15
CUST-00376,41,Premium,Bilbao,2022-04-21
CUST-00377,29,Retail,Zaragoza,2020-07-20
CUST-00378,67,Premium,Sevilla,2020-05-31
CUST-00379,52,Retail,Zaragoza,2022-10-16
CUST-00380,50,Retail,Sevilla,2021-10-05
CUST-00381,50,Retail,Sevilla,2020-09-26
CUST-00382,78,Premium,Madrid,2020-08-02
CUST-00383,68,Retail,Madrid,2020-08-08
CUST-00384,60,Retail,Valencia,2021-06-17
CUST-00385,29,Retail,Sevilla,2022-09-23
CUST-00386,84,Retail,Bilbao,2022-11-11
CUST-00387,82,Premium,Barcelona,2021-03-05
CUST-00388,50,Retail,Valencia,2021-06-27
CUST-00389,57,Private Banking,Madrid,2020-08-28
CUST-00390,60,Retail,Zaragoza,2022-12-17
CUST-00391,61,Retail,Valencia,2020-04-14
CUST-00392,46,Premium,Valencia,2022-09-28
CUST-00393,30,Retail,Valencia,2020-05-28
CUST-00394,29,Retail,Valencia,2020-11-21
CUST-00395,63,Retail,Barcelona,2020-08-15
CUST-00396,19,Premium,Zaragoza,2022-05-04
CUST-00397,52,Retail,Zaragoza,2022-07-15
CUST-00398,25,Private Banking,Zaragoza,2021-11-11
CUST-00399,43,Private Banking,Sevilla,2021-08-22
CUST-00400,51,Retail,Bilbao,2021-08-27
CUST-00401,24,Retail,Zaragoza,2022-05-28
CUST-00402,75,Retail,Valencia,2020-07-30
CUST-00403,46,Retail,Valencia,2021-11-17
CUST-00404,53,Retail,Zaragoza,2020-06-21
CUST-00405,38,Retail,Zaragoza,2022-11-02
CUST-00406,53,Retail,Valencia,2022-07-17
CUST-00407,27,Premium,Sevilla,2021-12-09
CUST-00408,41,Premium,Madrid,2022-12-30
CUST-00409,81,Premium,Madrid,2021-11-28
CUST-00410,66,Retail,Zaragoza,2022-04-05
CUST-00411,53,Retail,Barcelona,2020-05-28
CUST-00412,41,Retail,Zaragoza,2020-10-21
CUST-00413,40,Private Banking,Zaragoza,2020-10-20
CUST-00414,79,Retail,Madrid,2021-09-23
CUST-00415,54,Premium,Valencia,2022-03-15
CUST-00416,29,Retail,Zaragoza,2021-10-25
CUST-00417,72,Retail,Valencia,2021-01-18
CUST-00418,30,Premium,Valencia,2020-04-26
CUST-00419,40,Retail,Barcelona,2020-12-14
CUST-00420,47,Premium,Valencia,2020-10-21
CUST-00421,34,Premium,Madrid,2021-06-11
CUST-00422,79,Retail,Sevilla,2021-02-23
CUST-00423,30,Retail,Sevilla,2020-12-27
CUST-00424,76,Retail,Bilbao,2021-08-21
CUST-00425,36,Premium,Zaragoza,2022-07-27
CUST-00426,66,Retail,Madrid,2022-06-21
CUST-00427,29,Retail,Valencia,2022-03-04
CUST-00428,78,Retail,Sevilla,2022-05-24
CUST-00429,36,Premium,Madrid,2020-04-15
CUST-00430,26,Retail,Sevilla,2022-11-03
CUST-00431,45,Premium,Valencia,2021-05-18
CUST-00432,69,Premium,Sevilla,2020-12-09
CUST-00433,33,Retail,Zaragoza,2021-06-25
CUST-00434,29,Retail,Zaragoza,2022-10-31
CUST-00435,42,Private Banking,Bilbao,2020-11-27
CUST-00436,69,Retail,Bilbao,2022-02-14
CUST-00437,70,Premium,Sevilla,2022-11-04
CUST-00438,40,Retail,Madrid,2022-11-11
CUST-00439,33,Retail,Zaragoza,2021-05-13
CUST-00440,74,Premium,Madrid,2021-08-31
CUST-00441,56,Retail,Madrid,2021-08-05
CUST-00442,70,Retail,Sevilla,2020-06-04
CUST-00443,59,Retail,Madrid,2020-08-11
CUST-00444,75,Retail,Zaragoza,2021-07-07
CUST-00445,56,Retail,Valencia,2022-07-24
CUST-00446,31,Retail,Bilbao,2022-11-04
CUST-00447,22,Private Banking,Valencia,2020-04-23
CUST-00448,52,Retail,Madrid,2021-07-30
CUST-00449,35,Retail,Valencia,2022-10-11
CUST-00450,26,Retail,Zaragoza,2020-08-13
CUST-00451,75,Premium,Zaragoza,2022-06-25
CUST-00452,34,Retail,Madrid,2022-10-23
CUST-00453,24,Private Banking,Sevilla,2021-05-02
CUST-00454,63,Retail,Valencia,2022-10-24
CUST-00455,30,Retail,Sevilla,2021-02-09
CUST-00456,57,Retail,Sevilla,2020-08-02
CUST-00457,59,Retail,Barcelona,2022-05-06
CUST-00458,26,Retail,Madrid,2021-11-14
CUST-00459,67,Retail,Bilbao,2022-09-01
CUST-00460,44,Premium,Zaragoza,2020-05-12
CUST-00461,83,Retail,Zaragoza,2020-07-04
CUST-00462,22,Retail,Madrid,2021-05-28
CUST-00463,46,Retail,Bilbao,2022-04-24
CUST-00464,54,Premium,Zaragoza,2021-05-19
CUST-00465,55,Retail,Madrid,2021-05-03
CUST-00466,25,Retail,Zaragoza,2022-11-22
CUST-00467,82,Retail,Sevilla,2021-04-07
CUST-00468,34,Premium,Valencia,2022-10-10
CUST-00469,62,Retail,Valencia,2021-10-29
CUST-00470,21,Retail,Zaragoza,2021-02-27
CUST-00471,53,Premium,Barcelona,2021-05-14
CUST-00472,48,Premium,Bilbao,2021-06-02
CUST-00473,36,Retail,Bilbao,2021-07-15
CUST-00474,78,Premium,Bilbao,2022-02-12
CUST-00475,71,Retail,Sevilla,2020-05-19
CUST-00476,56,Retail,Bilbao,2022-04-09
CUST-00477,36,Retail,Valencia,2022-06-06
CUST-00478,56,Retail,Sevilla,2021-02-15
CUST-00479,84,Retail,Madrid,2020-12-29
CUST-00480,62,Premium,Bilbao,2022-02-14
CUST-00481,30,Retail,Bilbao,2022-05-02
CUST-00482,75,Retail,Madrid,2022-04-05
CUST-00483,37,Retail,Bilbao,2021-11-22
CUST-00484,78,Premium,Madrid,2022-08-20
CUST-00485,56,Retail,Sevilla,2021-02-13
CUST-00486,18,Retail,Valencia,2021-03-12
CUST-00487,20,Retail,Madrid,2022-02-28
CUST-00488,79,Retail,Barcelona,2021-09-20
CUST-00489,80,Private Banking,Madrid,2022-02-12
CUST-00490,42,Private Banking,Bilbao,2020-05-25
CUST-00491,73,Retail,Sevilla,2020-11-23
CUST-00492,50,Private Banking,Zaragoza,2020-05-18
CUST-00493,55,Retail,Sevilla,2022-10-19
CUST-00494,23,Premium,Zaragoza,2022-12-23
CUST-00495,75,Retail,Madrid,2021-09-19
CUST-00496,61,Retail,Valencia,2021-04-05
CUST-00497,62,Retail,Barcelona,2021-06-04
CUST-00498,49,Retail,Sevilla,2022-09-21
CUST-00499,62,Retail,Bilbao,2022-10-18
CUST-00500,78,Retail,Zaragoza,2021-06-30
CUST-00501,64,Retail,Bilbao,2022-05-28
CUST-00502,38,Premium,Valencia,2021-08-01
CUST-00503,53,Retail,Zaragoza,2022-04-05
CUST-00504,36,Retail,Sevilla,2022-08-19
CUST-00505,37,Private Banking,Madrid,2020-05-21
CUST-00506,74,Retail,Bilbao,2022-01-09
CUST-00507,35,Retail,Valencia,2020-07-13
CUST-00508,64,Retail,Sevilla,2022-10-23
CUST-00509,66,Premium,Sevilla,2020-07-15
CUST-00510,31,Retail,Sevilla,2022-04-26
CUST-00511,32,Retail,Sevilla,2021-12-19
CUST-00512,48,Premium,Zaragoza,2022-03-16
CUST-00513,18,Premium,Sevilla,2022-07-24
CUST-00514,71,Retail,Bilbao,2021-10-10
CUST-00515,20,Retail,Valencia,2020-08-31
CUST-00516,33,Retail,Zaragoza,2021-06-24
CUST-00517,74,Premium,Sevilla,2021-01-11
CUST-00518,29,Retail,Barcelona,2022-02-26
CUST-00519,33,Retail,Barcelona,2021-04-15
CUST-00520,41,Premium,Valencia,2020-09-27
CUST-00521,45,Retail,Madrid,2021-03-03
CUST-00522,25,Retail,Madrid,2021-07-09
CUST-00523,53,Retail,Zaragoza,2022-12-24
CUST-00524,25,Retail,Zaragoza,2021-02-17
CUST-00525,75,Retail,Zaragoza,2020-09-17
CUST-00526,77,Retail,Madrid,2021-06-13
CUST-00527,67,Retail,Barcelona,2022-03-01
CUST-00528,45,Retail,Madrid,2020-05-22
CUST-00529,58,Private Banking,Bilbao,2021-02-21
CUST-00530,81,Retail,Sevilla,2022-09-17
CUST-00531,44,Private Banking,Zaragoza,2020-05-15
CUST-00532,80,Retail,Barcelona,2020-07-16
CUST-00533,34,Premium,Valencia,2022-08-17
CUST-00534,50,Premium,Valencia,2022-04-06
CUST-00535,46,Retail,Sevilla,2022-09-05
CUST-00536,30,Premium,Barcelona,2020-07-04
CUST-00537,63,Premium,Madrid,2022-09-14
CUST-00538,52,Retail,Madrid,2020-12-02
